rating,title,cleanedtext
5.0 out of 5 stars,"5.0 out of 5 stars
Amount of free Apps was surprising","Didnt realize not all smart TVs are created equal  Bought this for a non smart TV and found lots of Apps didnt know where available for free viewing  Remote control works great love the multiple profile option set up one for the wife and one for the grands making it easier to navigate quickly to what they like streaming wireless on g with no timeouts
Read more"
